CustomerID,Gender,Age,City,TenureMonths,ContractType,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerServiceCalls,Churn
CUST02215,Male,37,Mumbai,1,Month-to-Month,DSL,No,Yes,No,Yes,No,Mailed Check,82.82,103.43,0,0
CUST02216,Female,48,Kolkata,43,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,105.12,4521.86,2,0
CUST02217,Female,38,Mumbai,4,Month-to-Month,Fiber Optic,Yes,Yes,Yes,No,Yes,Mailed Check,119.26,299.97,2,1
CUST02218,Male,44,Chennai,1,One Year,Fiber Optic,No,Yes,No,Yes,Yes,Electronic Check,117.8,117.8,0,0
CUST02219,Male,76,Delhi,12,Month-to-Month,DSL,Yes,No,No,No,No,Electronic Check,61.56,691.51,3,0
CUST02220,Female,41,Pune,20,Two Year,Fiber Optic,No,No,No,No,Yes,Electronic Check,119.55,2244.66,2,1
CUST02221,Female,39,Bangalore,46,Month-to-Month,DSL,No,No,Yes,No,No,Electronic Check,106.29,4880.57,1,0
CUST02222,Male,35,Delhi,72,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,105.26,7622.28,5,0
CUST02223,Male,56,Hyderabad,13,Month-to-Month,DSL,No,No,Yes,No,Yes,Mailed Check,42.72,631.92,2,0
CUST02224,Male,42,Bangalore,1,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Credit Card,74.07,92.66,1,0
CUST02225,Female,35,Hyderabad,33,Month-to-Month,DSL,No,No,No,Yes,No,Mailed Check,85.03,2757.85,3,1
CUST02226,Male,64,Mumbai,19,One Year,DSL,No,Yes,Yes,No,Yes,Credit Card,60.65,1004.25,5,0
CUST02227,Female,66,Ahmedabad,14,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,109.47,1431.57,2,1
CUST02228,Male,35,Bangalore,8,Month-to-Month,DSL,No,No,No,Yes,No,Credit Card,60.38,450.81,1,0
CUST02229,Female,18,Bangalore,16,One Year,DSL,Yes,No,No,No,Yes,Mailed Check,55.16,1052.21,2,0
CUST02230,Male,60,Chennai,9,Two Year,DSL,No,Yes,Yes,Yes,No,Credit Card,66.5,479.54,3,0
CUST02231,Female,34,Bangalore,33,Month-to-Month,DSL,Yes,Yes,Yes,No,No,Electronic Check,62.62,2031.8,1,0
CUST02232,Male,56,Pune,18,Two Year,Fiber Optic,Yes,No,No,No,No,Mailed Check,122.48,2297.56,1,0
CUST02233,Female,18,Bangalore,50,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,70.81,3622.58,0,1
CUST02234,Male,58,Chennai,18,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Bank Transfer,61.84,1299.36,3,0
CUST02235,Female,26,Mumbai,6,Month-to-Month,DSL,No,Yes,No,No,Yes,Credit Card,83.81,379.22,1,1
CUST02236,Female,55,Pune,45,Month-to-Month,DSL,Yes,Yes,Yes,Yes,Yes,Electronic Check,45.68,1862.21,2,0
CUST02237,Male,45,Kolkata,19,Two Year,DSL,No,No,Yes,Yes,Yes,Electronic Check,83.67,1518.66,2,0
CUST02238,Female,30,Delhi,5,Month-to-Month,DSL,Yes,No,No,Yes,Yes,Mailed Check,93.79,328.83,2,1
CUST02239,Female,38,Mumbai,23,Month-to-Month,DSL,No,No,Yes,No,No,Mailed Check,73.18,1702.53,3,1
CUST02240,Male,55,Delhi,10,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,106.9,1228.51,2,0
CUST02241,Male,46,Ahmedabad,44,Month-to-Month,Fiber Optic,No,No,No,No,No,Electronic Check,104.72,4682.97,2,0
CUST02242,Male,53,Delhi,14,One Year,Fiber Optic,No,No,No,Yes,No,Electronic Check,115.27,1468.1,4,0
CUST02243,Female,74,Bangalore,31,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,104.7,3092.14,0,0
CUST02244,Female,21,Mumbai,2,One Year,DSL,No,No,No,No,Yes,Credit Card,86.64,337.86,2,1
CUST02245,Male,69,Bangalore,12,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,70.23,837.8,1,1
CUST02246,Female,46,Hyderabad,72,Month-to-Month,Fiber Optic,No,No,Yes,No,Yes,Electronic Check,54.25,4075.47,2,1
CUST02247,Female,31,Ahmedabad,39,Month-to-Month,Fiber Optic,No,No,No,No,No,Credit Card,118.28,4707.41,3,1
CUST02248,Female,25,Hyderabad,4,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,107.54,627.5,4,0
CUST02249,Female,42,Kolkata,7,Two Year,Fiber Optic,No,Yes,No,Yes,No,Mailed Check,85.31,745.66,0,0
CUST02250,Female,58,Hyderabad,9,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,63.78,539.7,1,0
CUST02251,Female,43,Mumbai,25,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,76.35,2012.04,1,0
CUST02252,Male,67,Delhi,33,Two Year,DSL,No,Yes,Yes,No,Yes,Credit Card,81.89,2690.86,1,0
CUST02253,Female,23,Hyderabad,33,Month-to-Month,Fiber Optic,No,Yes,No,Yes,No,Credit Card,52.06,1611.21,4,0
CUST02254,Female,44,Ahmedabad,17,One Year,DSL,No,No,Yes,No,No,Bank Transfer,102.1,1632.11,3,0
CUST02255,Male,26,Pune,39,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,102.05,3938.88,2,0
CUST02256,Female,50,Delhi,13,One Year,Fiber Optic,No,Yes,Yes,Yes,Yes,Credit Card,101.26,1160.97,3,0
CUST02257,Female,58,Delhi,3,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Credit Card,63.14,63.14,3,0
CUST02258,Female,38,Delhi,19,Month-to-Month,Fiber Optic,Yes,Yes,Yes,No,Yes,Mailed Check,113.13,2149.71,3,0
CUST02259,Male,18,Ahmedabad,72,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Bank Transfer,64.54,4828.45,4,0
CUST02260,Male,47,Pune,37,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,75.53,2825.68,3,0
CUST02261,Female,51,Kolkata,20,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Bank Transfer,46.55,894.4,3,1
CUST02262,Female,51,Bangalore,24,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,81.23,1846.6,3,0
CUST02263,Male,63,Hyderabad,64,Month-to-Month,DSL,No,Yes,Yes,No,No,Credit Card,62.26,3863,3,1
CUST02264,Female,28,Bangalore,13,One Year,DSL,No,No,Yes,Yes,Yes,Mailed Check,98.17,1339.57,0,0
CUST02265,Female,55,Delhi,9,Month-to-Month,Fiber Optic,No,Yes,No,Yes,No,Credit Card,124.8,1262.53,3,1
CUST02266,Male,62,Hyderabad,72,One Year,DSL,No,No,No,Yes,No,Electronic Check,109.89,7871.62,4,0
CUST02267,Male,18,Mumbai,47,Month-to-Month,DSL,Yes,No,No,No,Yes,Bank Transfer,58.03,2747.67,0,0
CUST02268,Male,49,Mumbai,9,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,39.89,441.7,2,0
CUST02269,Female,37,Pune,14,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,63.91,718.06,2,1
CUST02270,Male,43,Kolkata,12,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,45.84,490.44,4,1
CUST02271,Male,50,Bangalore,3,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,52.49,249.37,1,0
CUST02272,Male,37,Hyderabad,72,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,81.81,5964.17,1,1
CUST02273,Male,34,Bangalore,12,Two Year,Fiber Optic,Yes,No,Yes,No,Yes,Credit Card,95.3,964.94,2,0
CUST02274,Male,45,Kolkata,49,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,43.03,2003.6,2,1
CUST02275,Male,28,Kolkata,5,Month-to-Month,DSL,Yes,Yes,No,No,Yes,Electronic Check,71,426.98,1,0
CUST02276,Female,28,Kolkata,19,Month-to-Month,Fiber Optic,No,Yes,Yes,Yes,Yes,Electronic Check,100.25,1813.32,0,0
CUST02277,Female,55,Kolkata,1,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,Credit Card,76.39,202.15,0,0
CUST02278,Male,27,Delhi,34,Month-to-Month,DSL,No,Yes,No,Yes,No,Electronic Check,101.04,3247.16,1,1
CUST02279,Male,54,Delhi,20,One Year,Fiber Optic,No,No,No,No,No,Bank Transfer,66.66,1209.34,2,0
CUST02280,Female,51,Bangalore,23,Month-to-Month,DSL,No,Yes,No,No,No,Bank Transfer,57.77,1241.24,2,0
CUST02281,Male,19,Delhi,1,Month-to-Month,DSL,Yes,Yes,Yes,No,Yes,Electronic Check,50.99,221.11,1,1
CUST02282,Male,34,Kolkata,5,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,48.16,359.33,1,0
CUST02283,Male,62,Delhi,1,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,101.53,255.19,4,1
CUST02284,Male,30,Mumbai,8,Month-to-Month,DSL,Yes,Yes,Yes,Yes,Yes,Credit Card,59.45,451.79,1,1
CUST02285,Female,38,Bangalore,23,Two Year,Fiber Optic,No,Yes,No,No,No,Electronic Check,105.97,2566.33,3,0
CUST02286,Male,51,Ahmedabad,20,Month-to-Month,Fiber Optic,No,No,Yes,No,Yes,Electronic Check,90.95,1960.4,4,1
CUST02287,Female,56,Delhi,22,One Year,Fiber Optic,No,Yes,Yes,No,No,Credit Card,109.86,2376.9,1,0
CUST02288,Male,41,Chennai,19,Month-to-Month,Fiber Optic,No,No,No,Yes,No,Mailed Check,136.46,2790.52,0,1
CUST02289,Male,36,Bangalore,7,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Bank Transfer,99.12,834.34,2,0
CUST02290,Female,66,Mumbai,6,One Year,DSL,Yes,No,No,No,Yes,Mailed Check,44.83,458.62,0,0
CUST02291,Male,71,Bangalore,3,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,Yes,Electronic Check,128.91,533.33,0,1
CUST02292,Female,59,Chennai,45,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Electronic Check,93.12,4300.88,3,1
CUST02293,Male,46,Hyderabad,23,One Year,DSL,No,No,Yes,No,Yes,Electronic Check,64.51,1661.27,3,1
CUST02294,Female,32,Pune,4,Month-to-Month,DSL,Yes,No,No,No,No,Mailed Check,87.07,316.21,0,1
CUST02295,Male,32,Delhi,4,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Electronic Check,138.47,667.21,4,1
CUST02296,Female,52,Mumbai,49,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,46.59,2168.07,2,0
CUST02297,Male,51,Ahmedabad,32,One Year,Fiber Optic,No,Yes,No,No,Yes,Credit Card,121.9,3993.92,1,0
CUST02298,Female,66,Bangalore,25,Month-to-Month,Fiber Optic,No,Yes,No,No,Yes,Bank Transfer,70.52,1877.14,1,1
CUST02299,Male,54,Hyderabad,12,Month-to-Month,Fiber Optic,No,No,Yes,Yes,Yes,Electronic Check,86.59,1125.69,0,1
CUST02300,Female,22,Kolkata,7,Month-to-Month,DSL,Yes,No,Yes,Yes,Yes,Credit Card,101.17,848.12,2,1
CUST02301,Male,60,Delhi,72,Month-to-Month,Fiber Optic,No,Yes,Yes,Yes,No,Mailed Check,101.67,7285.57,2,0
CUST02302,Female,30,Chennai,38,One Year,Fiber Optic,No,No,No,Yes,No,Credit Card,58.14,2227.23,2,0
CUST02303,Male,39,Mumbai,8,Two Year,Fiber Optic,Yes,No,No,No,Yes,Credit Card,88.41,511.55,4,0
CUST02304,Male,48,Delhi,45,Two Year,DSL,Yes,No,No,Yes,Yes,Credit Card,85.75,3717.17,0,0
CUST02305,Female,74,Mumbai,34,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Bank Transfer,100.13,3462.1,3,0
CUST02306,Male,80,Kolkata,8,Month-to-Month,Fiber Optic,No,No,No,Yes,No,Electronic Check,67.19,562.45,2,1
CUST02307,Male,54,Delhi,13,One Year,Fiber Optic,Yes,Yes,No,No,Yes,Electronic Check,92.5,1081.43,0,0
CUST02308,Female,42,Chennai,4,Month-to-Month,Fiber Optic,No,No,No,Yes,No,Bank Transfer,136.12,441.87,2,0
CUST02309,Female,53,Ahmedabad,2,One Year,DSL,No,No,No,Yes,Yes,Credit Card,86.07,109.77,1,1
CUST02310,Male,58,Hyderabad,30,One Year,Fiber Optic,Yes,Yes,No,Yes,Yes,Mailed Check,118.42,3639.17,4,0
CUST02311,Female,40,Hyderabad,7,Two Year,Fiber Optic,No,No,No,No,Yes,Bank Transfer,111.17,822.08,0,0
CUST02312,Female,71,Bangalore,41,Month-to-Month,DSL,Yes,No,No,Yes,No,Credit Card,46.35,1728.18,2,0
CUST02313,Male,48,Delhi,72,Month-to-Month,Fiber Optic,Yes,Yes,No,No,Yes,Electronic Check,104.92,7658.22,0,1
CUST02314,Female,52,Bangalore,1,Two Year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Bank Transfer,77.59,77.59,2,0
CUST02315,Female,54,Hyderabad,15,One Year,Fiber Optic,No,Yes,No,Yes,Yes,Bank Transfer,64.66,1038.6,2,0
CUST02316,Female,51,Ahmedabad,38,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,48.77,1702.61,2,0
CUST02317,Male,57,Ahmedabad,37,Month-to-Month,DSL,Yes,No,No,Yes,Yes,Electronic Check,94.68,3702.33,4,0
CUST02318,Female,35,Pune,34,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Mailed Check,51.3,1576.33,1,0
CUST02319,Male,36,Pune,10,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,61.87,715.39,2,0
CUST02320,Male,28,Bangalore,14,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,59.94,855.69,2,0
CUST02321,Male,51,Chennai,21,Month-to-Month,DSL,No,No,Yes,No,Yes,Mailed Check,43.4,745.78,0,0
CUST02322,Female,56,Pune,72,One Year,DSL,No,No,No,Yes,Yes,Bank Transfer,72.35,5019.92,0,0
CUST02323,Female,51,Bangalore,9,Month-to-Month,Fiber Optic,No,Yes,Yes,No,Yes,Credit Card,121.7,1040.37,1,1
CUST02324,Female,70,Ahmedabad,61,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Mailed Check,54.02,3416.11,4,0
CUST02325,Female,44,Bangalore,7,One Year,DSL,Yes,No,No,No,No,Electronic Check,47.88,151.62,1,0
CUST02326,Male,55,Hyderabad,72,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,90.41,6591.28,1,0
CUST02327,Male,28,Chennai,26,Two Year,DSL,Yes,No,No,No,No,Bank Transfer,73.4,1970.55,1,0
CUST02328,Male,39,Ahmedabad,14,Month-to-Month,DSL,No,No,No,Yes,No,Electronic Check,90.07,1167.2,1,1
CUST02329,Male,55,Delhi,22,Month-to-Month,DSL,No,No,No,Yes,Yes,Mailed Check,56.11,1065.42,2,1
CUST02330,Female,57,Kolkata,7,Two Year,Fiber Optic,Yes,No,No,Yes,No,Mailed Check,112.63,954.54,3,0
CUST02331,Female,40,Hyderabad,7,Two Year,Fiber Optic,No,Yes,No,No,Yes,Electronic Check,86.1,522.84,2,1
CUST02332,Male,43,Delhi,2,Month-to-Month,DSL,No,No,Yes,Yes,Yes,Mailed Check,82.72,82.72,0,1
CUST02333,Male,22,Kolkata,2,One Year,Fiber Optic,No,Yes,Yes,No,Yes,Electronic Check,60.39,193.39,1,1
CUST02334,Male,39,Hyderabad,10,Month-to-Month,DSL,Yes,Yes,No,Yes,No,Credit Card,54.35,430.17,4,1
CUST02335,Male,58,Chennai,34,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,94.14,3191.01,2,1
CUST02336,Female,53,Delhi,22,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Mailed Check,55.67,1044.9,2,1
CUST02337,Female,52,Bangalore,2,Month-to-Month,Fiber Optic,Yes,No,No,No,No,Credit Card,60.42,318.03,1,1
CUST02338,Female,45,Chennai,45,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,73.62,3291.95,0,0
CUST02339,Male,45,Bangalore,22,One Year,Fiber Optic,No,No,No,No,No,Electronic Check,101.86,2440.56,1,0
CUST02340,Male,35,Delhi,72,Two Year,Fiber Optic,Yes,No,Yes,No,Yes,Credit Card,96.59,6908.75,1,0
CUST02341,Male,55,Ahmedabad,26,One Year,DSL,Yes,No,No,Yes,No,Credit Card,83.28,2104.42,3,1
CUST02342,Female,51,Hyderabad,4,Month-to-Month,Fiber Optic,No,Yes,No,No,Yes,Electronic Check,97.52,555.91,0,1
CUST02343,Female,52,Kolkata,15,One Year,Fiber Optic,No,Yes,No,No,Yes,Credit Card,96.93,1385.74,3,0
CUST02344,Male,37,Bangalore,25,Two Year,Fiber Optic,No,No,No,Yes,Yes,Mailed Check,122.49,3035.05,4,0
CUST02345,Female,18,Bangalore,1,One Year,DSL,No,No,No,No,Yes,Credit Card,77.37,77.37,3,1
CUST02346,Female,61,Bangalore,1,One Year,Fiber Optic,No,Yes,No,Yes,No,Electronic Check,108.17,290.35,2,0
CUST02347,Female,37,Bangalore,3,Two Year,DSL,No,Yes,No,No,Yes,Mailed Check,52.82,52.82,1,0
CUST02348,Female,32,Hyderabad,6,Month-to-Month,DSL,Yes,Yes,No,Yes,Yes,Electronic Check,100.98,714.35,0,0
CUST02349,Female,55,Hyderabad,13,One Year,DSL,No,No,No,Yes,Yes,Bank Transfer,41.71,557.68,2,0
CUST02350,Female,39,Hyderabad,16,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,71.11,962.32,1,0
CUST02351,Male,60,Mumbai,3,Two Year,Fiber Optic,No,Yes,Yes,No,Yes,Credit Card,78.24,78.24,1,0
CUST02352,Male,54,Hyderabad,26,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Credit Card,106.96,2955.18,1,1
CUST02353,Male,55,Mumbai,21,Month-to-Month,Fiber Optic,Yes,No,Yes,No,No,Credit Card,84.78,1877.25,2,0
CUST02354,Male,24,Mumbai,8,One Year,Fiber Optic,No,No,No,No,Yes,Credit Card,117.31,1013.05,1,0
CUST02355,Female,63,Ahmedabad,1,Month-to-Month,DSL,No,No,No,No,Yes,Electronic Check,41.42,41.42,3,1
CUST02356,Female,48,Hyderabad,1,One Year,Fiber Optic,No,Yes,No,Yes,Yes,Credit Card,88.94,88.94,7,1
CUST02357,Male,39,Chennai,11,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Credit Card,127.64,1475.99,2,1
CUST02358,Female,47,Bangalore,4,Month-to-Month,DSL,Yes,No,Yes,No,No,Electronic Check,57.51,273.36,2,1
CUST02359,Male,18,Pune,11,Month-to-Month,DSL,Yes,No,Yes,Yes,Yes,Mailed Check,43.69,571.13,2,0
CUST02360,Male,51,Chennai,23,Month-to-Month,DSL,Yes,No,No,No,Yes,Mailed Check,74.76,1665.8,3,0
CUST02361,Male,29,Kolkata,19,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,108.36,2253.61,4,0
CUST02362,Male,24,Bangalore,6,Month-to-Month,DSL,Yes,Yes,Yes,Yes,No,Bank Transfer,44.49,93.74,2,0
CUST02363,Male,22,Ahmedabad,10,Month-to-Month,DSL,No,No,No,No,Yes,Electronic Check,44.9,280.88,4,1
CUST02364,Female,61,Pune,22,Month-to-Month,Fiber Optic,Yes,Yes,No,No,Yes,Credit Card,106.16,2502.27,4,0
CUST02365,Male,35,Pune,47,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,57.5,2761.58,2,0
CUST02366,Female,68,Mumbai,33,Month-to-Month,DSL,Yes,No,No,No,No,Electronic Check,68.72,2198.29,2,0
CUST02367,Male,36,Delhi,19,One Year,Fiber Optic,No,No,No,No,No,Credit Card,127.58,2528.8,1,0
CUST02368,Male,19,Delhi,10,One Year,Fiber Optic,No,No,No,Yes,Yes,Credit Card,70.1,682.11,0,0
CUST02369,Male,28,Delhi,10,Month-to-Month,DSL,No,No,No,No,No,Electronic Check,90.35,711.95,4,1
CUST02370,Female,63,Pune,50,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,75.31,3825.94,0,0
CUST02371,Male,42,Mumbai,1,One Year,Fiber Optic,Yes,No,Yes,No,Yes,Mailed Check,134.35,134.35,3,0
CUST02372,Female,36,Mumbai,72,Month-to-Month,Fiber Optic,Yes,No,No,Yes,Yes,Bank Transfer,140.54,9965.01,1,1
CUST02373,Female,47,Delhi,26,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,66.55,1620.41,1,0
CUST02374,Female,52,Delhi,27,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,80.93,2175.57,1,0
CUST02375,Female,61,Delhi,1,Month-to-Month,Fiber Optic,Yes,No,No,Yes,No,Electronic Check,119.87,119.87,1,1
CUST02376,Male,66,Kolkata,22,Month-to-Month,Fiber Optic,No,No,Yes,No,Yes,Bank Transfer,81,1935.26,0,0
CUST02377,Male,39,Hyderabad,15,Month-to-Month,DSL,No,No,Yes,No,No,Mailed Check,55.87,862.02,3,1
CUST02378,Male,25,Mumbai,2,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,Credit Card,139.79,196.78,0,0
CUST02379,Female,38,Bangalore,7,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,70.28,566.76,3,0
CUST02380,Male,48,Bangalore,53,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Credit Card,52.14,2885.11,5,0
CUST02381,Male,30,Mumbai,19,One Year,Fiber Optic,Yes,No,Yes,Yes,Yes,Credit Card,128.23,2481.94,1,0
CUST02382,Female,30,Chennai,12,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,Yes,Bank Transfer,106.57,1159.84,3,0
CUST02383,Male,50,Chennai,1,Month-to-Month,Fiber Optic,Yes,No,Yes,No,Yes,Bank Transfer,67.34,67.34,2,0
CUST02384,Female,44,Kolkata,30,One Year,Fiber Optic,Yes,No,No,Yes,No,Bank Transfer,54.74,1786.16,0,0
CUST02385,Female,45,Kolkata,29,Month-to-Month,Fiber Optic,No,Yes,Yes,Yes,Yes,Mailed Check,78.52,2170.95,4,1
CUST02386,Male,33,Mumbai,22,Month-to-Month,DSL,Yes,No,No,Yes,Yes,Bank Transfer,104.95,2116.93,0,1
CUST02387,Male,41,Ahmedabad,17,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,Bank Transfer,136.95,2385.31,3,0
CUST02388,Male,31,Kolkata,13,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,61.77,664.16,2,0
CUST02389,Female,58,Pune,21,Two Year,Fiber Optic,Yes,No,Yes,Yes,Yes,Electronic Check,115.26,2616.85,1,0
CUST02390,Female,60,Mumbai,6,Month-to-Month,DSL,No,No,Yes,Yes,No,Credit Card,70.93,573.47,1,0
CUST02391,Female,18,Ahmedabad,68,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Credit Card,111.55,7628.78,3,1
CUST02392,Female,31,Kolkata,21,Month-to-Month,Fiber Optic,No,Yes,Yes,No,No,Credit Card,82.43,1864.58,2,0
CUST02393,Female,22,Pune,8,Month-to-Month,DSL,No,No,No,No,Yes,Mailed Check,76.12,597.17,2,0
CUST02394,Male,35,Mumbai,14,Month-to-Month,DSL,Yes,No,Yes,No,No,Electronic Check,60.56,963.23,1,0
CUST02395,Male,43,Kolkata,39,Two Year,DSL,No,No,No,No,Yes,Electronic Check,39.85,1612.76,3,0
CUST02396,Female,23,Ahmedabad,4,Two Year,DSL,No,No,Yes,No,Yes,Mailed Check,44.78,44.78,2,0
CUST02397,Male,31,Chennai,8,Month-to-Month,DSL,No,Yes,No,No,Yes,Electronic Check,60.35,662.3,0,0
CUST02398,Male,29,Hyderabad,27,Month-to-Month,Fiber Optic,Yes,No,No,No,No,Electronic Check,140.84,3947.05,0,1
CUST02399,Female,48,Ahmedabad,9,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Credit Card,107.6,1149.76,0,0
CUST02400,Male,46,Bangalore,37,Month-to-Month,DSL,No,Yes,Yes,No,Yes,Bank Transfer,97.94,3716.33,1,1
CUST02401,Female,34,Hyderabad,3,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,56.28,133.66,0,0
CUST02402,Female,47,Bangalore,34,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Mailed Check,70.91,2293.73,2,0
CUST02403,Male,36,Ahmedabad,1,Month-to-Month,Fiber Optic,Yes,No,Yes,No,Yes,Electronic Check,92.02,92.02,2,0
CUST02404,Female,40,Mumbai,1,Month-to-Month,Fiber Optic,Yes,No,No,Yes,Yes,Mailed Check,87.21,87.21,1,1
CUST02405,Male,70,Hyderabad,54,One Year,DSL,No,Yes,No,No,No,Electronic Check,43.14,2217.8,4,0
CUST02406,Male,65,Chennai,20,One Year,DSL,No,No,Yes,No,No,Electronic Check,77.42,1568.65,2,1
CUST02407,Male,25,Kolkata,10,Month-to-Month,DSL,Yes,Yes,No,Yes,No,Credit Card,45.1,524.5,1,0
CUST02408,Male,57,Hyderabad,6,Month-to-Month,DSL,Yes,No,No,No,No,Electronic Check,96.13,502.4,1,1
CUST02409,Female,57,Pune,23,Two Year,Fiber Optic,No,No,Yes,No,Yes,Credit Card,103.42,2398.16,2,0
CUST02410,Male,27,Ahmedabad,17,Month-to-Month,Fiber Optic,No,No,Yes,Yes,Yes,Credit Card,84.1,1366.2,3,0
CUST02411,Male,57,Mumbai,72,Two Year,Fiber Optic,No,No,No,No,No,Electronic Check,99.8,7264.2,3,0
CUST02412,Male,68,Bangalore,72,Month-to-Month,DSL,No,Yes,No,No,No,Mailed Check,56.31,4249.71,1,0
CUST02413,Female,28,Mumbai,24,Month-to-Month,DSL,No,No,Yes,No,No,Credit Card,58.57,1481.29,0,0
CUST02414,Female,31,Delhi,14,Month-to-Month,Fiber Optic,Yes,No,No,Yes,No,Mailed Check,80.59,951.87,2,1
CUST02415,Male,60,Hyderabad,16,Two Year,DSL,No,No,No,Yes,Yes,Mailed Check,86.21,1370.25,2,0
CUST02416,Male,49,Pune,27,Month-to-Month,Fiber Optic,No,Yes,Yes,Yes,Yes,Electronic Check,71.17,2029.74,0,0
CUST02417,Male,53,Pune,2,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Credit Card,103.21,223.32,0,1
